ano,Clave,ES,EST, Muni , Total , H , M ,,,, Total , H , M ,,,Clave,ES,EST, Muni , Total , H , M ,,,,,,,,
1997,AN-Municipio Santa Ana,AN,ANZOATEGUI, Municipio Santa Ana , 27 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AN-Municipio Simón Bolívar,AN,ANZOATEGUI, Municipio Simón Bolívar ," 1,070 ", -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AN-Municipio Simón Rodríguez,AN,ANZOATEGUI, Municipio Simón Rodríguez , 472 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AN-Municipio Sir Artur Mc. Gregor,AN,ANZOATEGUI, Municipio Sir Artur Mc. Gregor , 9 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AP-Municipio Achaguas,AP,APURE, Municipio Achaguas , 160 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AP-Municipio Biruaca,AP,APURE, Municipio Biruaca , 52 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AP-Municipio Muños,AP,APURE, Municipio Muños , 40 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AP-Municipio Páez,AP,APURE, Municipio Páez , 247 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AP-Municipio Pedro Camejo,AP,APURE, Municipio Pedro Camejo , 35 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AP-Municipio Rómulo Gallegos,AP,APURE, Municipio Rómulo Gallegos , 29 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AP-Municipio San Fernando,AP,APURE, Municipio San Fernando , 793 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio Bolívar,AR,ARAGUA, Municipio Bolívar , 108 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio Camatagua,AR,ARAGUA, Municipio Camatagua , 31 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio Francisco Linares Alcántara,AR,ARAGUA, Municipio Francisco Linares Alcántara , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio Girardot,AR,ARAGUA, Municipio Girardot ," 3,117 ", -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio José Ángel Lamas,AR,ARAGUA, Municipio José Ángel Lamas , 56 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio José Félix Rivas,AR,ARAGUA, Municipio José Félix Rivas , 666 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio José Rafael Revenga,AR,ARAGUA, Municipio José Rafael Revenga , 85 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio Libertador,AR,ARAGUA, Municipio Libertador , 220 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio Mario Briceño Iragorry,AR,ARAGUA, Municipio Mario Briceño Iragorry , 262 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio Ocumare de la Costa,AR,ARAGUA, Municipio Ocumare de la Costa , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio San Casimiro,AR,ARAGUA, Municipio San Casimiro , 73 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio San Sebastián,AR,ARAGUA, Municipio San Sebastián , 55 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio Santiago Mariño,AR,ARAGUA, Municipio Santiago Mariño , 460 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio Santos Michelena,AR,ARAGUA, Municipio Santos Michelena , 97 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio Sucre,AR,ARAGUA, Municipio Sucre , 280 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio Tovar,AR,ARAGUA, Municipio Tovar , 38 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio Urdaneta,AR,ARAGUA, Municipio Urdaneta , 45 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,AR-Municipio Zamora,AR,ARAGUA, Municipio Zamora , 449 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BA-Municipio Alberto Arvelo Torrealba,BA,BARINAS, Municipio Alberto Arvelo Torrealba , 122 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BA-Municipio Andres Eloy Blanco,BA,BARINAS, Municipio Andres Eloy Blanco , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BA-Municipio Antonio José de Sucre,BA,BARINAS, Municipio Antonio José de Sucre , 206 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BA-Municipio Arismendi,BA,BARINAS, Municipio Arismendi , 41 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BA-Municipio Barinas,BA,BARINAS, Municipio Barinas ," 1,190 ", -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BA-Municipio Bolívar,BA,BARINAS, Municipio Bolívar , 132 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BA-Municipio Cruz Paredes,BA,BARINAS, Municipio Cruz Paredes , 43 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BA-Municipio Ezequiel Zamora,BA,BARINAS, Municipio Ezequiel Zamora , 167 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BA-Municipio Obispos,BA,BARINAS, Municipio Obispos , 60 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BA-Municipio Pedraza,BA,BARINAS, Municipio Pedraza , 133 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BA-Municipio Rojas,BA,BARINAS, Municipio Rojas , 96 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BA-Municipio Sosa,BA,BARINAS, Municipio Sosa , 48 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BO-Municipio Caroni,BO,BOLIVAR, Municipio Caroni ," 2,298 ", -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BO-Municipio Cedeño,BO,BOLIVAR, Municipio Cedeño , 171 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BO-Municipio El Callao,BO,BOLIVAR, Municipio El Callao , 66 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BO-Municipio Gran Sabana,BO,BOLIVAR, Municipio Gran Sabana , 49 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BO-Municipio Heres,BO,BOLIVAR, Municipio Heres ," 1,598 ", -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BO-Municipio Padre Pedro Chien,BO,BOLIVAR, Municipio Padre Pedro Chien , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BO-Municipio Piar,BO,BOLIVAR, Municipio Piar , 417 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BO-Municipio Raúl leoni,BO,BOLIVAR, Municipio Raúl leoni , 107 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BO-Municipio Roscio,BO,BOLIVAR, Municipio Roscio , 56 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BO-Municipio Sifontes,BO,BOLIVAR, Municipio Sifontes , 142 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,BO-Municipio Sucre,BO,BOLIVAR, Municipio Sucre , 10 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CA-Municipio Bejuma,CA,CARABOBO, Municipio Bejuma , 209 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CA-Municipio Carlos Arvelo,CA,CARABOBO, Municipio Carlos Arvelo , 308 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CA-Municipio Diego Ibarra,CA,CARABOBO, Municipio Diego Ibarra , 205 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CA-Municipio Guacara,CA,CARABOBO, Municipio Guacara , 375 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CA-Municipio Juan José Mora,CA,CARABOBO, Municipio Juan José Mora , 145 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CA-Municipio Libertador,CA,CARABOBO, Municipio Libertador , 393 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CA-Municipio Los Guayos,CA,CARABOBO, Municipio Los Guayos , 180 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CA-Municipio Miranda,CA,CARABOBO, Municipio Miranda , 48 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CA-Municipio Montalbán,CA,CARABOBO, Municipio Montalbán , 41 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CA-Municipio Naguanagua,CA,CARABOBO, Municipio Naguanagua , 820 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CA-Municipio Puerto Cabello,CA,CARABOBO, Municipio Puerto Cabello , 900 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CA-Municipio San Diego,CA,CARABOBO, Municipio San Diego , 78 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CA-Municipio San Joaquín,CA,CARABOBO, Municipio San Joaquín , 101 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CA-Municipio Valencia,CA,CARABOBO, Municipio Valencia ," 3,711 ", -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CO-Municipio Anzoátegui,CO,COJEDES, Municipio Anzoátegui , 33 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CO-Municipio Falcón,CO,COJEDES, Municipio Falcón , 227 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CO-Municipio Girardot,CO,COJEDES, Municipio Girardot , 26 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CO-Municipio Lima Blanco,CO,COJEDES, Municipio Lima Blanco , 20 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CO-Municipio Pao de San Juan  Bautista,CO,COJEDES, Municipio Pao de San Juan  Bautista , 32 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CO-Municipio Ricaurte,CO,COJEDES, Municipio Ricaurte , 27 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CO-Municipio Rómulo Gallegos,CO,COJEDES, Municipio Rómulo Gallegos , 20 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CO-Municipio San Carlos,CO,COJEDES, Municipio San Carlos , 449 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,CO-Municipio Tinaco,CO,COJEDES, Municipio Tinaco , 62 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,DE-Municipio Antonio Díaz,DE,DELTA AMACURO, Municipio Antonio Díaz , 27 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,DE-Municipio Casacoima,DE,DELTA AMACURO, Municipio Casacoima , 33 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,DE-Municipio Pedernales,DE,DELTA AMACURO, Municipio Pedernales , 24 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,DE-Municipio Tucupita,DE,DELTA AMACURO, Municipio Tucupita , 383 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Acosta,FA,FALCON, Municipio Acosta , 38 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Bolívar,FA,FALCON, Municipio Bolívar , 22 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Buchivacoa,FA,FALCON, Municipio Buchivacoa , 57 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Cacique Manaure,FA,FALCON, Municipio Cacique Manaure , 9 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Carirubana,FA,FALCON, Municipio Carirubana , 622 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Colina,FA,FALCON, Municipio Colina , 48 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Dabajuro,FA,FALCON, Municipio Dabajuro , 52 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Democracia,FA,FALCON, Municipio Democracia , 19 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Falcón,FA,FALCON, Municipio Falcón , 79 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Federación,FA,FALCON, Municipio Federación , 94 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Jacura,FA,FALCON, Municipio Jacura , 10 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Los Taques,FA,FALCON, Municipio Los Taques , 78 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Mauroa,FA,FALCON, Municipio Mauroa , 38 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Miranda,FA,FALCON, Municipio Miranda , 902 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Monseñor Iturriza,FA,FALCON, Municipio Monseñor Iturriza , 35 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Palmasola,FA,FALCON, Municipio Palmasola , 11 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Petit,FA,FALCON, Municipio Petit , 35 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Píritu,FA,FALCON, Municipio Píritu , 15 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio San Francisco,FA,FALCON, Municipio San Francisco , 17 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Silva,FA,FALCON, Municipio Silva , 47 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Sucre,FA,FALCON, Municipio Sucre , 14 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Tocopero,FA,FALCON, Municipio Tocopero , 19 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Unión,FA,FALCON, Municipio Unión , 22 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Urumaco,FA,FALCON, Municipio Urumaco , 21 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,FA-Municipio Zamora,FA,FALCON, Municipio Zamora , 5 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio Camaguán,GU,GUARICO, Municipio Camaguán , 9 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio Chaguaramas,GU,GUARICO, Municipio Chaguaramas , 31 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio El Socorro,GU,GUARICO, Municipio El Socorro , 40 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio Guayabal,GU,GUARICO, Municipio Guayabal , 25 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio Infante,GU,GUARICO, Municipio Infante , 524 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio Las Mercedes,GU,GUARICO, Municipio Las Mercedes , 55 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio Mellado,GU,GUARICO, Municipio Mellado , 97 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio Miranda,GU,GUARICO, Municipio Miranda , 538 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio Monagas,GU,GUARICO, Municipio Monagas , 269 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio Ortiz,GU,GUARICO, Municipio Ortiz , 30 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio Ribas,GU,GUARICO, Municipio Ribas , 99 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio Roscio,GU,GUARICO, Municipio Roscio , 460 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio San José de Guaribe,GU,GUARICO, Municipio San José de Guaribe , 11 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio Santa Maria de Ipire,GU,GUARICO, Municipio Santa Maria de Ipire , 36 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,GU-Municipio Zaraza,GU,GUARICO, Municipio Zaraza , 234 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,LA-Municipio Andrés Eloy Blanco,LA,LARA, Municipio Andrés Eloy Blanco , 110 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,LA-Municipio Crespo,LA,LARA, Municipio Crespo , 120 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,LA-Municipio Iribarren,LA,LARA, Municipio Iribarren ," 4,614 ", -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,LA-Municipio Jiménez,LA,LARA, Municipio Jiménez , 212 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,LA-Municipio Moran,LA,LARA, Municipio Moran , 426 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,LA-Municipio Palavecino,LA,LARA, Municipio Palavecino , 214 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,LA-Municipio Simón Planas,LA,LARA, Municipio Simón Planas , 61 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,LA-Municipio Torres,LA,LARA, Municipio Torres , 663 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,LA-Municipio Urdaneta,LA,LARA, Municipio Urdaneta , 106 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Alberto Adrián,ME,MERIDA, Municipio Alberto Adrián , 481 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Andrés Bello,ME,MERIDA, Municipio Andrés Bello , 36 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Antonio Pinto Salinas,ME,MERIDA, Municipio Antonio Pinto Salinas , 103 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Aricagua,ME,MERIDA, Municipio Aricagua , 18 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Arzobispo Chacón,ME,MERIDA, Municipio Arzobispo Chacón , 65 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Campo  Elías,ME,MERIDA, Municipio Campo  Elías , 237 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Cardenal Quintero,ME,MERIDA, Municipio Cardenal Quintero , 39 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Carracciolo Parra Olmedo,ME,MERIDA, Municipio Carracciolo Parra Olmedo , 119 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Guaraque,ME,MERIDA, Municipio Guaraque , 48 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Julio Cesar Salas,ME,MERIDA, Municipio Julio Cesar Salas , 59 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Justo Briceño,ME,MERIDA, Municipio Justo Briceño , 26 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Libertador,ME,MERIDA, Municipio Libertador ," 1,515 ", -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Miranda,ME,MERIDA, Municipio Miranda , 90 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Obispo Ramos de Lora,ME,MERIDA, Municipio Obispo Ramos de Lora , 70 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Padre Noguera,ME,MERIDA, Municipio Padre Noguera , 11 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Pueblo Llano,ME,MERIDA, Municipio Pueblo Llano , 43 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Rangel,ME,MERIDA, Municipio Rangel , 75 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Rivas Dávila,ME,MERIDA, Municipio Rivas Dávila , 75 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Santos Marquina,ME,MERIDA, Municipio Santos Marquina , 44 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Sucre,ME,MERIDA, Municipio Sucre , 166 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Tovar,ME,MERIDA, Municipio Tovar , 180 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Tulio Febres Cordero,ME,MERIDA, Municipio Tulio Febres Cordero , 98 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,ME-Municipio Zea,ME,MERIDA, Municipio Zea , 27 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Acevedo,MI,MIRANDA, Municipio Acevedo , 297 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Andrés Bello,MI,MIRANDA, Municipio Andrés Bello , 48 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Baruta,MI,MIRANDA, Municipio Baruta ," 1,128 ", -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Brion,MI,MIRANDA, Municipio Brion , 187 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Buroz,MI,MIRANDA, Municipio Buroz , 39 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Carrizal,MI,MIRANDA, Municipio Carrizal , 55 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Chacao,MI,MIRANDA, Municipio Chacao , 658 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Cristóbal Rojas,MI,MIRANDA, Municipio Cristóbal Rojas , 173 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio El Hatillo,MI,MIRANDA, Municipio El Hatillo , 100 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Guaicaipuro,MI,MIRANDA, Municipio Guaicaipuro ," 1,056 ", -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Independencia,MI,MIRANDA, Municipio Independencia , 292 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Lander,MI,MIRANDA, Municipio Lander , 753 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Los Salías,MI,MIRANDA, Municipio Los Salías , 130 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Páez,MI,MIRANDA, Municipio Páez , 136 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Paz Castillo,MI,MIRANDA, Municipio Paz Castillo , 134 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Pedro Gual,MI,MIRANDA, Municipio Pedro Gual , 56 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Plaza,MI,MIRANDA, Municipio Plaza , 305 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Simón Bolívar,MI,MIRANDA, Municipio Simón Bolívar , 42 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Sucre,MI,MIRANDA, Municipio Sucre ," 2,268 ", -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Urdaneta,MI,MIRANDA, Municipio Urdaneta , 228 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MI-Municipio Zamora,MI,MIRANDA, Municipio Zamora , 555 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MO-Municipio Acosta,MO,MONAGAS, Municipio Acosta , 61 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MO-Municipio Aguasay,MO,MONAGAS, Municipio Aguasay , 11 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MO-Municipio Bolívar,MO,MONAGAS, Municipio Bolívar , 65 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MO-Municipio Caripe,MO,MONAGAS, Municipio Caripe , 111 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MO-Municipio Cedeño,MO,MONAGAS, Municipio Cedeño , 85 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MO-Municipio Ezequiel Zamora,MO,MONAGAS, Municipio Ezequiel Zamora , 92 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MO-Municipio Libertador,MO,MONAGAS, Municipio Libertador , 88 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MO-Municipio Maturín,MO,MONAGAS, Municipio Maturín ," 1,693 ", -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MO-Municipio Piar,MO,MONAGAS, Municipio Piar , 58 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MO-Municipio Punceres,MO,MONAGAS, Municipio Punceres , 49 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MO-Municipio Santa Bárbara,MO,MONAGAS, Municipio Santa Bárbara , 16 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MO-Municipio Sotillo,MO,MONAGAS, Municipio Sotillo , 58 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,MO-Municipio Uracoa,MO,MONAGAS, Municipio Uracoa , 12 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,NU-Municipio Antolin del Campo,NU,NUEVA ESPARTA, Municipio Antolin del Campo , 46 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,NU-Municipio Arismendi,NU,NUEVA ESPARTA, Municipio Arismendi , 88 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,NU-Municipio Díaz,NU,NUEVA ESPARTA, Municipio Díaz , 85 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,NU-Municipio García,NU,NUEVA ESPARTA, Municipio García , 47 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,NU-Municipio Gómez,NU,NUEVA ESPARTA, Municipio Gómez , 70 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,NU-Municipio Maneiro,NU,NUEVA ESPARTA, Municipio Maneiro , 76 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,NU-Municipio Marcano,NU,NUEVA ESPARTA, Municipio Marcano , 95 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,NU-Municipio Mariño,NU,NUEVA ESPARTA, Municipio Mariño , 964 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
1997,NU-Municipio Península de Macanao,NU,NUEVA ESPARTA, Municipio Península de Macanao , 56 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,
